painting,style,non-representational,representational,geometric,abstract,planar,closed,open,rough,perspective,broken,thin,flat,distorted,linear,ambiguous,pca-20,pca-20-dist,pca-30,pca-30-dist,pca-50,pca-50-dist,pca-70,pca-70-dist,pca-95,pca-95-dist,pca-all,pca-all-dist,likability,turing-score
StyleCAN2/lowest_NN_dist000901.png,StyleCAN2,-16.824657440185547,14.334474563598633,-12.537726402282715,-11.79045581817627,-21.495460510253906,-27.93305015563965,22.203832626342773,29.3350887298584,-0.029327496886253357,4.973957538604736,-5.611976623535156,-10.961830139160156,-3.227403402328491,-15.32070541381836,-17.257308959960938,0.0,0.045875057999999996,0.0,0.15581666,0.0,3.7804427000000005,0.0,10.403919,0.0,24.849703,0.0,29.249807,3.8,1.0
StyleCAN2/random000050.png,StyleCAN2,-16.55247688293457,18.996051788330078,-14.551066398620605,-17.54581642150879,-23.693395614624023,-14.703548431396484,16.72908592224121,16.35503387451172,-0.0968092530965805,2.322631359100342,5.424240589141846,-7.4082512855529785,-3.6316237449645996,-11.903916358947754,-18.155345916748047,0.0,0.016872171000000002,0.0,0.1635979,0.0,4.533625,0.0,14.690110999999998,1.0,44.42317,1.0,51.370247,3.2,0.8
StyleCAN2/lowest_NN_dist000778.png,StyleCAN2,-0.20995549857616425,0.2457335740327835,-5.914185047149658,-6.274507999420166,-15.742552757263184,-15.60837459564209,24.798078536987305,8.483649253845215,-1.2250827550888062,-1.4480061531066895,-4.9156718254089355,-16.315181732177734,-8.444036483764648,-16.926151275634766,-4.720747947692871,0.0,0.014090326,0.0,0.12131376599999999,0.0,3.7399292,0.0,9.80574,0.0,20.023964000000003,0.0,22.54599,3.8,0.6
StyleCAN2/random000388.png,StyleCAN2,-20.75225257873535,18.220651626586914,-17.79045295715332,-31.75122833251953,-46.19837951660156,-11.766831398010254,30.373449325561523,-10.359758377075195,26.723512649536133,-12.12264347076416,-2.1864445209503174,-52.726959228515625,-16.59398651123047,-26.058887481689453,-27.343360900878906,0.0,0.03382592,1.0,0.7051637,0.0,5.634042,1.0,16.469348999999998,1.0,40.003190000000004,1.0,44.627075,3.2,0.2
StyleCAN2/lowest_NN_dist000561.png,StyleCAN2,-5.9855570793151855,5.9885172843933105,-9.6519193649292,-14.101421356201172,-28.16236686706543,-18.170637130737305,29.244733810424805,4.564063549041748,9.461633682250977,-4.116175651550293,-8.54171085357666,-32.14970016479492,-14.972615242004395,-24.61164665222168,-11.939204216003418,0.0,0.009470886,0.0,0.3690353,0.0,4.291115799999999,0.0,12.65698,0.0,27.698132,0.0,30.784893,3.4,0.8
StyleCAN2/lowest_NN_dist000571.png,StyleCAN2,-17.41983985900879,15.825765609741211,-17.03536605834961,-30.29938507080078,-33.80949401855469,-5.303471088409424,19.1684627532959,-11.569350242614746,27.29625701904297,-12.486738204956055,-4.217348575592041,-45.794071197509766,-14.028214454650879,-22.997411727905273,-27.697649002075195,0.0,0.024967293999999998,0.0,0.332352,0.0,3.9875546,0.0,10.998247000000001,0.0,28.926537,0.0,33.641853000000005,4.0,1.0
StyleCAN2/highest_shape_entropy000654.png,StyleCAN2,-20.89213752746582,19.47152328491211,-14.942004203796387,-13.113371849060059,-17.866647720336914,-6.453664779663086,0.7225306034088135,10.137527465820312,6.674435138702393,5.142399787902832,-5.473306179046631,-16.403406143188477,5.88035774230957,-12.907422065734863,-14.327722549438477,0.0,0.012006328,0.0,0.29821786,0.0,4.7696084999999995,1.0,15.936307000000001,1.0,35.946697,1.0,40.108707,2.8,0.8
StyleCAN2/highest_NN_dist000999.png,StyleCAN2,1.788033366203308,-1.3624498844146729,-5.295859336853027,3.2893197536468506,5.029836177825928,-11.524855613708496,8.873720169067383,19.2490234375,-12.682344436645508,7.961006164550781,-1.3646290302276611,9.47704792022705,9.588469505310059,-6.305634021759033,3.669840097427368,0.0,0.022159397999999997,0.0,0.26260772,0.0,3.9037212999999995,0.0,14.492559,1.0,39.723362,1.0,46.899002,3.4,0.8
StyleCAN2/lowest_NN_dist000904.png,StyleCAN2,-38.44558334350586,40.18288803100586,-31.07849884033203,-55.7227668762207,-52.777923583984375,-0.7753573656082153,21.672178268432617,-14.87338638305664,45.97292709350586,-15.875880241394043,5.1888933181762695,-70.79582977294922,-14.909528732299805,-35.911739349365234,-48.90237808227539,0.0,0.04571524,0.0,0.43007449999999997,0.0,4.2622857000000005,0.0,13.491359,1.0,33.776825,1.0,39.202587,3.2,0.2
StyleCAN2/highest_shape_entropy000377.png,StyleCAN2,2.159806251525879,2.1151509284973145,-5.77646017074585,12.672563552856445,-2.1021552085876465,-24.018869400024414,18.529184341430664,36.09946060180664,-22.387344360351562,13.701437950134277,-9.546847343444824,9.828923225402832,11.679357528686523,-15.608048439025879,7.975908279418945,1.0,0.081986256,1.0,0.62200916,0.0,4.7646427000000005,1.0,17.277306,1.0,45.844315,1.0,52.208915999999995,4.0,0.6
StyleCAN2/highest_shape_entropy000809.png,StyleCAN2,-29.58536720275879,28.385936737060547,-19.904489517211914,-27.919668197631836,-37.03987121582031,-6.342042446136475,14.24777889251709,2.078617572784424,25.834247589111328,0.2320968508720398,-4.25950813293457,-43.80766296386719,-3.854963779449463,-24.093469619750977,-27.596988677978516,0.0,0.04470548,0.0,0.32759663,1.0,6.4123735,1.0,17.63649,1.0,41.53546,1.0,46.895317,3.6,0.6
StyleCAN2/highest_shape_entropy000896.png,StyleCAN2,-20.189956665039062,18.55597496032715,-13.632058143615723,-18.343055725097656,-23.319564819335938,-5.1678924560546875,6.480526447296143,1.8661913871765137,12.297438621520996,-0.32011887431144714,0.6570203304290771,-18.746248245239258,-2.607084274291992,-9.580484390258789,-20.4677791595459,0.0,0.04655906,0.0,0.3540075,0.0,4.863724700000001,1.0,15.990788,1.0,37.31607,1.0,42.0727,3.4,0.0
StyleCAN2/highest_NN_dist000115.png,StyleCAN2,-11.905517578125,14.735347747802734,-13.1780366897583,-18.098173141479492,-31.725908279418945,-14.766532897949219,25.439624786376953,11.271437644958496,-1.001928448677063,-4.6674652099609375,-0.06795357167720795,-21.50690460205078,-6.993412017822266,-20.00212287902832,-16.569364547729492,0.0,0.010343429,0.0,0.26676893,0.0,4.2130833,0.0,14.214945000000002,0.0,33.095993,0.0,37.765106,3.4,0.2
StyleCAN2/highest_NN_dist000104.png,StyleCAN2,-1.446954369544983,3.699284076690674,-3.5844595432281494,0.565990686416626,-2.9580910205841064,-0.9280979633331299,3.5796499252319336,7.427021026611328,-6.137587070465088,2.5871174335479736,-3.650189161300659,-1.4567186832427979,8.870734214782715,-6.243216037750244,0.6905553936958313,0.0,0.036327448,0.0,0.2068353,0.0,2.5143645,0.0,9.57563,0.0,31.549582,0.0,37.158524,3.8,0.2
StyleCAN2/lowest_NN_dist000108.png,StyleCAN2,-8.437719345092773,8.962652206420898,-12.286744117736816,-12.39635944366455,-21.87213706970215,-23.67877769470215,29.73541831970215,19.498428344726562,1.2158299684524536,0.9102150797843933,-0.8918934464454651,-15.931313514709473,-8.289941787719727,-19.55234718322754,-12.282097816467285,0.0,0.04006691,0.0,0.3053953,1.0,7.4506955,1.0,22.123247,1.0,48.0541,1.0,54.108177000000005,4.4,0.8
StyleCAN2/random000093.png,StyleCAN2,-22.792438507080078,20.821866989135742,-19.0495548248291,-30.529056549072266,-37.395713806152344,-7.389697074890137,19.996437072753906,-6.917075157165527,27.183284759521484,-8.799580574035645,-3.530404806137085,-47.2423095703125,-14.655619621276855,-25.267763137817383,-27.161449432373047,0.0,0.014159046000000002,1.0,0.7520762,1.0,5.966899400000001,0.0,14.768413,0.0,30.58124,0.0,33.539455,3.0,0.6
StyleCAN2/lowest_NN_dist000983.png,StyleCAN2,-9.003860473632812,11.725556373596191,-9.402947425842285,-8.848251342773438,-22.11737632751465,-14.456628799438477,21.566503524780273,16.112918853759766,-6.121518611907959,-2.556297779083252,0.4162279963493347,-4.573251247406006,-4.521941661834717,-13.487786293029785,-9.958824157714844,1.0,0.052863695,0.0,0.26790172,0.0,3.14529,0.0,11.137443,0.0,31.012411,0.0,37.845055,4.2,0.4
StyleCAN2/random000372.png,StyleCAN2,-12.31469440460205,12.378938674926758,-13.624048233032227,8.380871772766113,-7.545529842376709,-34.494590759277344,18.031917572021484,55.321678161621094,-27.587757110595703,27.510549545288086,-12.513907432556152,12.107832908630371,16.924551010131836,-16.726015090942383,1.6791386604309082,0.0,0.018554375,0.0,0.104298145,0.0,3.042138,0.0,11.6291485,0.0,29.609013,0.0,32.91946,3.2,0.6
StyleCAN2/lowest_NN_dist000208.png,StyleCAN2,-13.800276756286621,10.6670560836792,-11.785654067993164,-14.890972137451172,-21.699058532714844,-15.68093490600586,17.467266082763672,9.348398208618164,9.225340843200684,0.0031328871846199036,-3.880422592163086,-20.454980850219727,-5.598703384399414,-14.577430725097656,-15.674999237060547,0.0,0.016111054,0.0,0.09993853400000001,0.0,3.321478,0.0,10.718899,0.0,23.128738000000002,0.0,25.733788,3.8,0.8
StyleCAN2/random000625.png,StyleCAN2,20.832592010498047,-18.22730827331543,11.956355094909668,19.459714889526367,19.449268341064453,-2.7136125564575195,7.399651527404785,9.013972282409668,-23.638818740844727,3.846050977706909,-4.468786716461182,21.002222061157227,5.867558479309082,4.355203628540039,21.866836547851562,0.0,0.012230748,0.0,0.1317689,0.0,2.205809,0.0,9.830303,0.0,25.486929999999997,0.0,29.576387,2.8,0.8
StyleCAN2/lowest_NN_dist000318.png,StyleCAN2,-9.050119400024414,10.347262382507324,-12.12587833404541,-5.739358901977539,-8.703412055969238,-18.665809631347656,13.209495544433594,27.056964874267578,-10.573664665222168,9.621054649353027,0.38560330867767334,7.154975414276123,6.3584489822387695,-7.8853983879089355,-9.276734352111816,0.0,0.010720445,0.0,0.37442055,0.0,4.7295055,0.0,14.064608999999999,0.0,28.683277,0.0,32.942802,3.2,0.8
StyleCAN2/highest_NN_dist000604.png,StyleCAN2,-19.108943939208984,19.434032440185547,-15.134973526000977,-27.198129653930664,-21.525426864624023,2.2456328868865967,6.263114929199219,-7.7784552574157715,25.0095272064209,-8.637652397155762,2.986743450164795,-34.70873260498047,-7.0361008644104,-17.740951538085938,-20.921607971191406,0.0,0.033795085,0.0,0.36128494,0.0,4.024575,0.0,14.710126999999998,1.0,34.663902,1.0,39.38005,2.0,0.2
StyleCAN2/random000521.png,StyleCAN2,-12.250245094299316,14.484458923339844,-13.760193824768066,-22.027908325195312,-24.471233367919922,1.4101715087890625,12.041751861572266,-8.544459342956543,12.455915451049805,-8.175370216369629,1.1671267747879028,-25.00221824645996,-6.921928882598877,-15.79521369934082,-19.550302505493164,0.0,0.03622458,0.0,0.3174255,0.0,4.9616337,1.0,18.475906,1.0,39.740759999999995,1.0,47.965509999999995,2.4,0.6
StyleCAN2/random000045.png,StyleCAN2,-3.147244930267334,3.9091062545776367,-5.862745761871338,-5.192803859710693,-5.9010233879089355,-7.399444103240967,12.88056755065918,9.299675941467285,-2.339125633239746,2.542128562927246,0.6436592936515808,-2.61885142326355,1.2541611194610596,-6.430047512054443,-3.1345126628875732,0.0,0.014224365,0.0,0.2595911,0.0,2.662529,0.0,9.566017,0.0,31.950259999999997,1.0,40.119521999999996,2.6,0.4
StyleCAN2/random000695.png,StyleCAN2,-17.819087982177734,17.447330474853516,-16.475204467773438,-11.956330299377441,-20.72991180419922,-16.872041702270508,15.362741470336914,22.041255950927734,-3.8927624225616455,5.362721920013428,-1.5400896072387695,-3.8376195430755615,10.414446830749512,-10.360699653625488,-16.382740020751953,0.0,0.008825633000000001,0.0,0.19036762,0.0,3.5892057,0.0,11.131033,0.0,28.736263,0.0,32.721621999999996,3.6,0.8
StyleCAN2/random000566.png,StyleCAN2,-18.06237030029297,13.556008338928223,-15.32548999786377,-28.00014877319336,-36.17123031616211,-6.033870697021484,18.159379959106445,-13.921483993530273,29.633790969848633,-8.79793930053711,-8.265375137329102,-54.269287109375,-12.332913398742676,-24.308015823364258,-23.061466217041016,0.0,0.030384107,0.0,0.35681194,0.0,4.911388400000001,0.0,14.855209,0.0,29.842640000000003,0.0,33.1088,4.4,0.4
StyleCAN2/highest_NN_dist000347.png,StyleCAN2,5.414333820343018,-2.5163097381591797,1.8058525323867798,7.8247761726379395,5.147125244140625,-6.619102954864502,8.336853981018066,16.10579490661621,-18.96506690979004,7.038666248321533,4.51929235458374,21.839561462402344,8.023465156555176,5.376814842224121,6.7612481117248535,1.0,0.05835459999999999,0.0,0.18134987,0.0,2.2820046,0.0,8.391160000000001,0.0,20.705894,0.0,23.727024,2.8,0.4
StyleCAN2/highest_shape_entropy000863.png,StyleCAN2,-11.086612701416016,10.22900676727295,-10.699986457824707,-10.012129783630371,-17.002500534057617,-11.26441478729248,12.793618202209473,10.16427993774414,3.890402317047119,3.380685567855835,-4.447442531585693,-14.631148338317871,-1.9951533079147339,-12.858857154846191,-10.869078636169434,0.0,0.014357067,0.0,0.15613528,0.0,4.1154459999999995,0.0,13.644310999999998,0.0,30.681309000000002,0.0,34.079315,3.8,0.4
